#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.606,BV,0.2765,3.61452,0.167005,0.0028
2,6.335,VB,0.3311,9.72312,0.412397,0.00752
3,8.173,BV,0.3157,127766.0,4907.71484,98.80446
4,8.894,VB,0.0692,362.61783,79.5176,0.28042
5,13.771,BV,0.0772,142.50909,29.07391,0.11021
6,14.178,VB,0.1002,5.71483,0.831233,0.00442
7,16.067,BB,0.0844,962.34326,185.84987,0.7442
8,19.785,BB,0.0717,59.45584,12.45328,0.04598
