#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.604,BB,0.2355,2.83962,0.159681,0.00223
2,8.162,BV,0.3302,125820.0,4794.04199,98.66945
3,8.889,VB,0.072,185.76691,38.7031,0.14568
4,13.779,BV,0.0781,30.95312,6.21936,0.02427
5,14.147,VB,0.0864,499.83865,93.44749,0.39198
6,16.069,BB,0.0841,972.27094,188.65776,0.76246
7,19.814,BB,0.0972,5.00262,0.719002,0.00392
