#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.674,BB,0.1963,12706.3,1027.45605,96.16187
2,11.117,BB,0.1358,14.42738,1.56098,0.10919
3,13.759,BV,0.09,155.90887,27.57181,1.17993
4,14.103,VB,0.1,49.91949,7.66603,0.37779
5,16.017,BB,0.0935,81.83898,13.745,0.61936
6,19.763,BB,0.0775,205.05447,41.6369,1.55186
