#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.611,BB,0.2428,3.0061,0.163242,0.00228
2,8.18,BV,0.3432,130169.0,4818.23535,98.67104
3,8.901,VB,0.0712,189.02826,39.95953,0.14329
4,13.782,BV,0.0781,31.92019,6.4109,0.0242
5,14.154,VB,0.0827,518.12073,96.4014,0.39275
6,16.075,BB,0.0812,1006.57733,191.73569,0.76301
7,19.819,BB,0.0957,4.53575,0.699354,0.00344
