#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.684,BB,0.2049,13154.1,1030.43567,99.06536
2,11.12,BB,0.1398,21.26235,2.30108,0.16013
3,14.122,BB,0.1049,12.16001,1.75457,0.09158
4,16.022,BB,0.0899,82.83215,13.8303,0.62382
5,19.785,BB,0.0851,7.84855,1.40585,0.05911
