#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.686,BB,0.1986,12091.8,962.3324,98.62891
2,11.131,BB,0.138,16.27901,1.79114,0.13278
3,13.806,BV,0.0933,2.6997,0.429494,0.02202
4,14.129,VB,0.1001,12.99465,1.89228,0.10599
5,16.026,BB,0.0919,119.07655,20.46906,0.97127
6,19.584,BV,0.079,11.15701,2.2068,0.091
7,19.794,VB,0.0945,5.88646,0.921393,0.04801
