#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.686,BB,0.1956,12966.6,1053.59839,99.06714
2,11.12,BB,0.1347,20.93898,2.37966,0.15998
3,14.121,BB,0.1027,12.02438,1.78219,0.09187
4,16.021,BB,0.0878,81.55134,14.04295,0.62307
5,19.784,BB,0.0829,7.58464,1.40694,0.05795
