#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.533,BB,0.2478,2.45925,0.138078,0.02057
2,7.685,BB,0.2122,11788.7,880.37744,98.60927
3,11.152,BB,0.1488,6.37651,0.615718,0.05334
4,13.82,BVE,0.1,1.6167,0.235803,0.01352
5,14.125,VBR,0.1051,22.14824,3.18663,0.18526
6,16.031,BB,0.0959,84.2398,13.6709,0.70464
7,19.574,BV,0.0832,34.66222,6.83375,0.28994
8,19.784,VB,0.0869,14.7584,2.57531,0.12345
