#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.541,BB,0.2713,2.49017,0.13008,0.02033
2,7.682,BB,0.2225,12078.2,826.34735,98.60828
3,11.154,BB,0.1598,6.4707,0.572723,0.05283
4,13.823,BVE,0.1056,1.68062,0.228991,0.01372
5,14.128,VBR,0.1163,22.76827,3.00853,0.18588
6,16.034,BB,0.0975,86.44685,13.00716,0.70577
7,19.577,BV,0.0816,35.48829,6.71698,0.28973
8,19.787,VB,0.0944,15.12232,2.50542,0.12346
