#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.534,BB,0.2522,2.52214,0.138657,0.02128
2,7.681,BB,0.2054,11688.5,888.70581,98.60934
3,11.148,BB,0.1483,6.36589,0.617328,0.05371
4,13.817,BVE,0.0997,1.59318,0.233286,0.01344
5,14.122,VBR,0.1049,21.91496,3.15907,0.18488
6,16.028,BB,0.0958,83.47682,13.56858,0.70425
7,19.572,BV,0.0785,34.30867,6.84563,0.28944
8,19.783,VB,0.0872,14.65777,2.54629,0.12366
