1.110725402832031250e-01,3.250000000000000000e+01,-4.431600000000000250e+01,2.781200000000000117e+01,5.410000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.234500000000000064e+01,3.000000000000000000e+01,5.605000000000000000e+03,2.406000000000000000e+03
5.767738103866577148e+00,2.887500000000000000e+01,-4.431600000000000250e+01,2.737500000000000000e+01,5.470000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.230799999999999983e+01,3.000000000000000000e+01,5.600000000000000000e+03,2.501000000000000000e+03
1.172764325141906738e+01,2.887500000000000000e+01,-4.431600000000000250e+01,2.737500000000000000e+01,5.500000000000000000e+02,6.653999999999999915e+00,2.438000000000000167e+00,1.105899999999999928e+01,4.000000000000000000e+01,5.600000000000000000e+03,2.490000000000000000e+03
1.751241207122802734e+01,2.887500000000000000e+01,-4.431600000000000250e+01,2.737500000000000000e+01,5.510000000000000000e+02,6.653999999999999915e+00,2.438000000000000167e+00,1.113199999999999967e+01,4.000000000000000000e+01,5.605000000000000000e+03,2.488000000000000000e+03
2.343150901794433594e+01,2.893799999999999883e+01,-4.431600000000000250e+01,2.737500000000000000e+01,5.520000000000000000e+02,6.653999999999999915e+00,2.407999999999999918e+00,1.116900000000000048e+01,4.000000000000000000e+01,5.615000000000000000e+03,2.479000000000000000e+03
2.918191838264465332e+01,2.900000000000000000e+01,-4.431600000000000250e+01,2.737500000000000000e+01,5.520000000000000000e+02,6.653999999999999915e+00,2.378000000000000114e+00,1.116900000000000048e+01,4.000000000000000000e+01,5.612000000000000000e+03,2.482000000000000000e+03
3.541986227035522461e+01,2.906200000000000117e+01,-4.431600000000000250e+01,2.743799999999999883e+01,5.540000000000000000e+02,6.653999999999999915e+00,2.347999999999999865e+00,1.113199999999999967e+01,4.000000000000000000e+01,5.611000000000000000e+03,2.478000000000000000e+03
4.114755940437316895e+01,2.918799999999999883e+01,-4.431600000000000250e+01,2.743799999999999883e+01,5.540000000000000000e+02,6.653999999999999915e+00,2.347999999999999865e+00,1.116900000000000048e+01,4.000000000000000000e+01,5.606000000000000000e+03,2.495000000000000000e+03
4.719533777236938477e+01,2.931200000000000117e+01,-4.431600000000000250e+01,2.750000000000000000e+01,5.540000000000000000e+02,6.653999999999999915e+00,2.347999999999999865e+00,1.113199999999999967e+01,4.000000000000000000e+01,5.596000000000000000e+03,2.491000000000000000e+03
5.295032310485839844e+01,2.943799999999999883e+01,-4.431600000000000250e+01,2.750000000000000000e+01,5.530000000000000000e+02,6.653999999999999915e+00,2.318999999999999950e+00,1.120599999999999952e+01,4.000000000000000000e+01,5.594000000000000000e+03,2.484000000000000000e+03
