1.444826126098632812e-01,4.018800000000000239e+01,-4.431600000000000250e+01,3.012500000000000000e+01,5.310000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.241799999999999926e+01,4.000000000000000000e+01,5.479000000000000000e+03,2.151000000000000000e+03
5.832403182983398438e+00,3.262500000000000000e+01,-4.431600000000000250e+01,2.843799999999999883e+01,5.420000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.230799999999999983e+01,4.000000000000000000e+01,5.526000000000000000e+03,2.451000000000000000e+03
1.166001892089843750e+01,3.262500000000000000e+01,-4.431600000000000250e+01,2.843799999999999883e+01,5.470000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.230799999999999983e+01,3.300000000000000000e+01,5.524000000000000000e+03,2.462000000000000000e+03
1.744422054290771484e+01,3.256199999999999761e+01,-4.431600000000000250e+01,2.843799999999999883e+01,5.500000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.517000000000000000e+03,2.449000000000000000e+03
2.322650885581970215e+01,3.256199999999999761e+01,-4.431600000000000250e+01,2.843799999999999883e+01,5.540000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.252899999999999991e+01,3.300000000000000000e+01,5.520000000000000000e+03,2.449000000000000000e+03
2.906111526489257812e+01,3.256199999999999761e+01,-4.431600000000000250e+01,2.843799999999999883e+01,5.550000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.521000000000000000e+03,2.450000000000000000e+03
3.481070685386657715e+01,3.250000000000000000e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.550000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.522000000000000000e+03,2.448000000000000000e+03
4.059442234039306641e+01,3.250000000000000000e+01,-4.431600000000000250e+01,2.843799999999999883e+01,5.540000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.252899999999999991e+01,3.300000000000000000e+01,5.528000000000000000e+03,2.446000000000000000e+03
4.639402413368225098e+01,3.243800000000000239e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.540000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.522000000000000000e+03,2.435000000000000000e+03
5.227620148658752441e+01,3.243800000000000239e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.530000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.529000000000000000e+03,2.431000000000000000e+03
5.800650453567504883e+01,3.237500000000000000e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.510000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.527000000000000000e+03,2.431000000000000000e+03
6.387727212905883789e+01,3.237500000000000000e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.520000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.527000000000000000e+03,2.427000000000000000e+03
6.964399170875549316e+01,3.231199999999999761e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.530000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.252899999999999991e+01,3.300000000000000000e+01,5.536000000000000000e+03,2.417000000000000000e+03
7.542900848388671875e+01,3.231199999999999761e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.520000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.534000000000000000e+03,2.431000000000000000e+03
8.122702383995056152e+01,3.231199999999999761e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.530000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.532000000000000000e+03,2.424000000000000000e+03
8.707684659957885742e+01,3.225000000000000000e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.510000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.542000000000000000e+03,2.425000000000000000e+03
9.292098975181579590e+01,3.225000000000000000e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.530000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.252899999999999991e+01,3.300000000000000000e+01,5.536000000000000000e+03,2.417000000000000000e+03
9.869354128837585449e+01,3.225000000000000000e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.520000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.539000000000000000e+03,2.416000000000000000e+03
1.044255173206329346e+02,3.218800000000000239e+01,-4.431600000000000250e+01,2.837500000000000000e+01,5.520000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.544000000000000000e+03,2.420000000000000000e+03
1.101933243274688721e+02,3.218800000000000239e+01,-4.431600000000000250e+01,2.843799999999999883e+01,5.480000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.249200000000000088e+01,3.300000000000000000e+01,5.545000000000000000e+03,2.414000000000000000e+03
1.159933917522430420e+02,3.218800000000000239e+01,-4.431600000000000250e+01,2.843799999999999883e+01,5.450000000000000000e+02,6.653999999999999915e+00,0.000000000000000000e+00,1.241799999999999926e+01,3.300000000000000000e+01,5.541000000000000000e+03,2.426000000000000000e+03
