#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.61,BV,0.2801,3.48771,0.161394,0.00273
2,6.316,VB,0.3809,3.27766,0.110882,0.00257
3,8.162,BVR,0.322,125871.0,4799.65088,98.55311
4,8.89,VBE,0.0796,53.04143,9.72632,0.04153
5,13.806,BB,0.0829,2.31175,0.428705,0.00181
6,14.142,BB,0.083,232.14729,43.01427,0.18176
7,16.068,BB,0.0852,1042.05957,198.69977,0.8159
8,19.789,BB,0.0746,511.62399,109.38306,0.40059
