#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.514,BB,0.2851,2.73896,0.130371,0.02201
2,7.674,BB,0.1996,12270.2,969.86609,98.60994
3,11.151,BB,0.1502,3.61239,0.344773,0.02903
4,13.78,BV,0.0894,7.78067,1.30747,0.06253
5,14.115,VB,0.0994,15.67091,2.3017,0.12594
6,16.017,BB,0.0894,86.97694,14.62515,0.699
7,19.559,BV,0.0779,42.54308,8.56977,0.3419
8,19.772,VB,0.0863,13.64381,2.40177,0.10965
