#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.681,BB,0.1972,11958.7,960.63062,98.63732
2,11.126,BB,0.1324,15.9141,1.77875,0.13126
3,13.8,BV,0.0896,2.63239,0.417028,0.02171
4,14.122,VB,0.1025,12.55892,1.86566,0.10359
5,16.021,BB,0.0879,117.4575,20.17145,0.96881
6,19.578,BV,0.0795,11.06111,2.17007,0.09123
7,19.788,VB,0.0919,5.58597,0.90672,0.04607
