#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.531,BB,0.2757,2.62041,0.131922,0.02184
2,7.676,BB,0.2198,11831.7,842.8847,98.60252
3,11.146,BB,0.156,6.49472,0.59217,0.05413
4,13.817,BVE,0.1057,1.65571,0.225358,0.0138
5,14.121,VBR,0.1097,22.15408,3.01758,0.18463
6,16.027,BB,0.0994,84.51467,13.08463,0.70432
7,18.785,BB,0.1197,0.722409,0.0881058,0.00602
8,19.572,BV,0.0803,34.72604,6.72255,0.2894
9,19.782,VB,0.0888,14.80091,2.50947,0.12335
