#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.612,BV,0.2807,3.41401,0.157611,0.00262
2,6.341,VB,0.3623,3.35921,0.111886,0.00257
3,8.174,BVR,0.3296,128625.0,4847.21582,98.55215
4,8.899,VBE,0.0837,54.6702,10.01082,0.04189
5,13.809,BV,0.0857,2.53259,0.449497,0.00194
6,14.148,VB,0.0877,239.24881,43.82403,0.18331
7,16.074,BB,0.0817,1063.95447,201.17255,0.8152
8,19.794,BB,0.0747,522.46674,111.36296,0.40031
