#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.531,BB,0.2633,2.3913,0.127219,0.02101
2,7.683,BB,0.1996,11202.5,885.18311,98.43506
3,11.139,BB,0.1378,10.87673,1.15555,0.09557
4,13.806,BV,0.0929,2.94586,0.471211,0.02588
5,14.125,VB,0.1021,20.42307,3.05244,0.17946
6,16.03,BB,0.0935,85.47709,14.34437,0.75108
7,19.573,BV,0.0775,37.64716,7.63659,0.3308
8,19.782,VB,0.0843,18.33855,3.32686,0.16114
