#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.609,BB,0.249,2.8326,0.149563,0.00222
2,8.161,BVR,0.3214,126074.0,4815.65479,98.76364
3,8.9,VBE,0.2377,15.86139,0.83467,0.01243
4,13.769,BV,0.0769,291.2645,59.72685,0.22817
5,14.148,VB,0.088,48.47687,8.84214,0.03798
6,16.067,BB,0.0845,972.62921,187.67194,0.76194
7,19.785,BB,0.0744,247.18286,52.99953,0.19364
