#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.616,BV,0.2572,3.16194,0.160966,0.00241
2,6.342,VB,0.3575,3.08904,0.106783,0.00236
3,8.175,BVR,0.3399,129098.0,4828.83496,98.55121
4,8.9,VBE,0.0791,54.02125,9.99366,0.04124
5,13.808,BB,0.0826,2.36681,0.441352,0.00181
6,14.148,BB,0.0876,238.33565,43.72483,0.18194
7,16.074,BB,0.082,1070.35876,201.43661,0.81709
8,19.793,BB,0.0749,526.52588,111.94273,0.40194
