#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.658,BB,0.2459,2.83059,0.143613,0.00219
2,8.167,BVR,0.3311,127740.0,4790.46973,98.75605
3,8.904,VBE,0.3567,22.95637,0.786113,0.01775
4,13.769,BV,0.0768,295.4234,60.72493,0.22839
5,14.15,VB,0.0843,49.46294,8.97262,0.03824
6,16.069,BB,0.0846,987.04437,189.92336,0.76309
7,19.786,BB,0.0745,251.31563,53.7533,0.19429
