#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.681,BB,0.2036,13162.2,1040.34814,99.06614
2,11.118,BB,0.1377,21.16788,2.33544,0.15932
3,14.12,BB,0.1049,12.17101,1.75606,0.09161
4,16.02,BB,0.0895,82.90541,13.91669,0.62399
5,19.784,BB,0.0849,7.83169,1.40888,0.05895
