#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.609,BB,0.2286,2.79023,0.159113,0.00209
2,8.187,BV,0.3331,131657.0,4906.28662,98.66995
3,8.904,VB,0.0716,191.50667,40.21383,0.14352
4,13.781,BB,0.078,32.07833,6.4557,0.02404
5,14.153,BB,0.0827,524.25909,97.62039,0.39291
6,16.074,BB,0.0811,1019.05756,194.71526,0.76373
7,19.816,BB,0.0972,5.00883,0.719802,0.00375
