#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.692,BB,0.2055,13328.8,1040.46655,93.79
2,11.112,BB,0.1333,211.81978,24.39205,1.4905
3,13.781,BV,0.0873,21.12383,3.66033,0.14864
4,14.113,VB,0.0977,513.07434,81.25648,3.61033
5,16.03,BB,0.0939,76.58134,12.78582,0.53888
6,19.775,BB,0.0793,59.92249,11.79354,0.42165
