#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.621,BB,0.24,2.76455,0.155076,0.00203
2,8.2,BV,0.327,134495.0,4980.69824,98.67068
3,8.912,VB,0.0713,195.33255,41.23424,0.1433
4,13.784,BB,0.0781,32.97177,6.62376,0.02419
5,14.158,BB,0.0872,535.83685,98.92814,0.39311
6,16.079,BB,0.082,1039.97876,195.61392,0.76297
7,19.819,BB,0.0994,5.06872,0.744727,0.00372
