#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.604,BV,0.2847,3.60123,0.163703,0.00279
2,6.328,VB,0.3595,3.32324,0.111573,0.00257
3,8.171,BVR,0.3275,127308.0,4768.80176,98.55018
4,8.896,VBE,0.08,54.31924,9.89484,0.04205
5,13.809,BV,0.0833,2.37067,0.437139,0.00184
6,14.147,VB,0.0872,234.88118,43.39108,0.18182
7,16.073,BB,0.0814,1055.40051,200.49127,0.81699
8,19.794,BB,0.0745,518.99139,111.02865,0.40176
