#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.53,BB,0.2588,2.39028,0.129833,0.02064
2,7.681,BB,0.2028,11401.4,882.10504,98.43429
3,11.136,BB,0.1406,11.16256,1.15708,0.09637
4,13.803,BV,0.0933,2.97399,0.473236,0.02568
5,14.122,VB,0.1031,20.79783,3.06567,0.17956
6,16.028,BB,0.0946,86.95331,14.37161,0.75072
7,19.571,BV,0.0779,38.25258,7.70522,0.33026
8,19.78,VB,0.0853,18.82115,3.36495,0.16249
