#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.688,BB,0.2145,13377.6,984.53802,94.32371
2,11.111,BB,0.1388,491.60617,53.69729,3.46625
3,13.772,BV,0.0936,66.22674,11.09411,0.46696
4,14.134,VB,0.1135,8.44604,1.10094,0.05955
5,16.023,BB,0.095,180.6861,29.7086,1.27399
6,19.772,BB,0.0801,58.08459,11.28073,0.40955
