#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.608,BV,0.2716,3.36792,0.161312,0.00261
2,6.348,VB,0.3745,3.39376,0.110434,0.00263
3,8.169,BVR,0.3319,127176.0,4756.73926,98.55164
4,8.896,VBE,0.0794,53.4869,9.83975,0.04145
5,13.809,BV,0.083,2.36953,0.438602,0.00184
6,14.147,VB,0.0872,234.6748,43.29849,0.18185
7,16.073,BB,0.0815,1053.96399,200.08955,0.81674
8,19.793,BB,0.0745,517.78217,110.75182,0.40124
