#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.597,BV,0.3019,4.12391,0.173122,0.00322
2,6.326,VB,0.3284,9.99577,0.415905,0.00781
3,8.161,BV,0.3285,126392.0,4841.95654,98.80586
4,8.886,VB,0.0724,357.03699,79.56704,0.27911
5,13.766,BV,0.0768,140.45184,28.84316,0.1098
6,14.172,VB,0.0987,5.6733,0.840679,0.00444
7,16.061,BB,0.0803,950.56146,183.99074,0.7431
8,19.781,BB,0.0765,59.69116,12.31703,0.04666
