#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.692,BB,0.2105,13524.4,1021.30902,93.77439
2,11.113,BB,0.1365,214.62044,23.96515,1.48812
3,13.782,BV,0.0898,21.57201,3.60639,0.14957
4,14.114,VB,0.1041,523.31543,80.27568,3.62853
5,16.031,BB,0.0952,77.68636,12.73497,0.53866
6,19.775,BB,0.0793,60.67807,11.93368,0.42073
