#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.697,BB,0.2634,2.10666,0.100976,0.00152
2,8.22,BVR,0.3436,136611.0,4865.09326,98.77393
3,8.945,VBE,0.079,4.49901,0.832733,0.00325
4,13.8,BV,0.0818,313.99228,63.32351,0.22703
5,14.184,VB,0.0841,53.0192,9.65669,0.03833
6,16.105,BB,0.0824,1055.0874,197.28873,0.76286
7,19.817,BB,0.0742,267.04208,57.46365,0.19308
