#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.608,BV,0.2535,3.19479,0.162373,0.00243
2,6.345,VB,0.3842,3.24591,0.110017,0.00247
3,8.177,BVR,0.3376,129307.0,4810.07275,98.54966
4,8.902,VBE,0.0793,54.61063,10.06719,0.04162
5,13.81,BB,0.0813,2.31261,0.439797,0.00176
6,14.15,BB,0.0872,238.53502,44.06601,0.1818
7,16.075,BB,0.0821,1073.16858,201.55212,0.8179
8,19.794,BB,0.0747,527.93176,112.55257,0.40236
