#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.616,BB,0.2754,3.16382,0.149198,0.00237
2,8.185,BVR,0.3343,131801.0,4830.96436,98.75634
3,8.913,VBE,0.3455,24.3619,0.862709,0.01825
4,13.772,BV,0.077,303.24802,62.11249,0.22722
5,14.155,VB,0.0842,50.96272,9.26511,0.03819
6,16.074,BB,0.0815,1019.23871,193.34718,0.7637
7,19.788,BB,0.0703,258.8241,55.62361,0.19393
