#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.616,BB,0.2334,2.81338,0.159773,0.00209
2,8.189,BV,0.3385,132707.0,4860.9209,98.669
3,8.908,VB,0.0721,194.93391,40.53284,0.14493
4,13.782,BV,0.0782,32.69389,6.55104,0.02431
5,14.156,VB,0.0833,528.67841,97.47746,0.39308
6,16.077,BB,0.0818,1026.09937,193.78232,0.76291
7,19.818,BB,0.095,4.93626,0.729381,0.00367
