#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.609,BV,0.2885,3.81659,0.17096,0.00299
2,6.336,VB,0.3296,9.77991,0.410965,0.00766
3,8.162,BV,0.3302,126189.0,4808.49414,98.80324
4,8.888,VB,0.0692,360.35474,79.01632,0.28215
5,13.768,BV,0.0769,140.06906,28.72243,0.10967
6,14.174,VB,0.1017,5.69044,0.812556,0.00446
7,16.063,BB,0.0805,949.1795,183.14049,0.74319
8,19.782,BB,0.0766,59.58105,12.27524,0.04665
