#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.937,BB,0.0336,3.84904,1.75229,0.03335
2,7.76,BB,0.2968,11358.7,541.22589,98.42914
3,11.226,BB,0.2172,11.06251,0.728268,0.09586
4,13.896,BVE,0.0931,2.84147,0.453761,0.02462
5,14.181,VBR,0.1284,20.70597,2.40685,0.17943
6,16.063,BB,0.1201,86.2141,10.9179,0.74709
7,19.596,BV,0.0851,37.63859,6.7437,0.32616
8,19.806,VB,0.095,18.96551,2.9483,0.16435
