#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.698,BB,0.2058,13507.3,1051.89929,94.33314
2,11.117,BB,0.1319,495.49313,57.88686,3.46045
3,13.777,BV,0.0903,66.66335,11.73695,0.46557
4,14.138,VB,0.1102,8.91159,1.20611,0.06224
5,16.029,BB,0.0922,182.07411,31.14667,1.27158
6,19.777,BB,0.0786,58.28016,11.59766,0.40702
