#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.687,BB,0.1994,12173.8,963.69354,98.63781
2,11.131,BB,0.1318,16.01641,1.80089,0.12977
3,13.806,BV,0.0935,2.6764,0.424761,0.02169
4,14.128,VB,0.0993,12.94352,1.90456,0.10487
5,16.025,BB,0.0918,119.52762,20.56704,0.96846
6,19.582,BV,0.0789,11.22186,2.22361,0.09092
7,19.792,VB,0.0923,5.73527,0.92601,0.04647
