#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.687,BB,0.2161,13372.7,974.70715,94.32431
2,11.112,BB,0.1437,491.49664,53.24246,3.46677
3,13.772,BV,0.0943,66.21767,10.98586,0.46707
4,14.133,VB,0.1148,8.47461,1.08913,0.05978
5,16.023,BB,0.0953,180.49638,29.54476,1.27313
6,19.771,BB,0.0803,57.97864,11.22042,0.40895
