#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.599,BV,0.293,3.97512,0.172377,0.00302
2,6.335,VB,0.3311,10.01333,0.412646,0.00762
3,8.175,BV,0.3322,129900.0,4853.65771,98.80183
4,8.897,VB,0.0691,370.30899,81.30653,0.28166
5,13.77,BV,0.0771,144.68889,29.56468,0.11005
6,14.179,VB,0.0996,5.82854,0.854495,0.00443
7,16.068,BB,0.0846,978.95728,188.47951,0.74459
8,19.785,BB,0.0765,61.52544,12.69631,0.0468
