#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.691,BB,0.2103,13173.3,995.78467,94.32747
2,11.114,BB,0.1396,483.48044,54.42475,3.46196
3,13.776,BV,0.0928,65.34687,11.08614,0.46792
4,14.137,VB,0.1119,8.47157,1.12397,0.06066
5,16.027,BB,0.094,177.81058,29.61444,1.27321
6,19.776,BB,0.0795,57.08905,11.18516,0.40879
