#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.514,BB,0.351,1.77316,0.0673793,0.01454
2,7.686,BB,0.1981,12029.5,960.44293,98.61865
3,11.131,BB,0.1364,16.04339,1.79288,0.13153
4,13.807,BV,0.092,2.60296,0.421836,0.02134
5,14.129,VB,0.1023,12.65187,1.88499,0.10372
6,16.027,BB,0.0928,118.59728,20.11485,0.97227
7,19.584,BV,0.0791,11.13061,2.19825,0.09125
8,19.794,VB,0.0923,5.69714,0.919727,0.04671
