#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.687,BB,0.2012,13413.4,1048.7439,94.32328
2,11.108,BB,0.1328,492.85983,57.07157,3.46579
3,13.77,BV,0.0869,66.46574,11.5837,0.46739
4,14.131,VB,0.1091,8.55761,1.17253,0.06018
5,16.022,BB,0.0885,181.18126,30.84526,1.27407
6,19.772,BB,0.0791,58.20569,11.48578,0.4093
