#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.687,BB,0.2009,13521.1,1059.42908,96.10472
2,11.117,BB,0.132,44.63525,5.00742,0.31726
3,13.799,BV,0.0952,2.79733,0.45847,0.01988
4,14.11,VB,0.0995,205.38129,31.72283,1.4598
5,16.029,BB,0.0946,74.87373,12.37599,0.53218
6,19.773,BB,0.0821,220.34399,44.21643,1.56615
