#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.612,BB,0.2762,3.43493,0.161442,0.00253
2,8.195,BV,0.3508,134016.0,4843.24561,98.67071
3,8.91,VB,0.0712,194.29031,41.05819,0.14305
4,13.783,BB,0.0779,32.70548,6.586,0.02408
5,14.157,BB,0.0832,533.83398,98.47638,0.39304
6,16.078,BB,0.0819,1036.07031,195.12239,0.76282
7,19.818,BB,0.0998,5.12651,0.749499,0.00377
