#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.532,BB,0.2648,2.59646,0.142346,0.02151
2,7.685,BB,0.2137,11902.3,880.42804,98.60629
3,11.151,BB,0.1566,6.55641,0.613736,0.05432
4,13.819,BVE,0.1013,1.65668,0.237798,0.01372
5,14.125,VBR,0.1052,22.19137,3.18691,0.18385
6,16.031,BB,0.0968,85.32069,13.67272,0.70685
7,19.574,BV,0.0796,34.92092,6.83608,0.28931
8,19.784,VB,0.0878,14.9863,2.58053,0.12416
