#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,5.622,BB,0.2146,2.12678,0.132971,0.00157
2,8.192,BVR,0.3371,134040.0,4870.13867,98.7578
3,8.92,VBE,0.3504,25.51266,0.890075,0.0188
4,13.777,BV,0.0773,308.34238,62.82137,0.22718
5,14.16,VB,0.0882,51.63989,9.38206,0.03805
6,16.081,BB,0.0851,1035.38892,197.76717,0.76285
7,19.794,BB,0.0742,262.98026,56.58125,0.19376
