#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.687,BB,0.2055,13316.5,1039.24988,99.0729
2,11.121,BB,0.1394,21.52808,2.33958,0.16017
3,14.123,BB,0.1043,12.34061,1.79238,0.09181
4,16.023,BB,0.0887,83.05923,14.09637,0.61795
5,19.784,BB,0.0828,7.68537,1.42728,0.05718
