#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.533,BB,0.2531,2.23477,0.124681,0.01964
2,7.683,BB,0.1998,11198.2,883.82007,98.43734
3,11.139,BB,0.1383,10.9451,1.15794,0.09621
4,13.806,BV,0.0932,2.98821,0.476249,0.02627
5,14.125,VB,0.1023,20.50477,3.05493,0.18025
6,16.03,BB,0.0937,85.46149,14.30061,0.75124
7,19.572,BV,0.0777,37.55106,7.59058,0.33009
8,19.782,VB,0.0832,18.08245,3.33845,0.15895
