#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.691,BB,0.205,13357.3,1045.59326,94.32704
2,11.111,BB,0.132,490.69849,57.23542,3.46523
3,13.772,BV,0.09,65.87509,11.64042,0.4652
4,14.132,VB,0.108,8.47976,1.17775,0.05988
5,16.023,BB,0.0875,180.34924,31.16286,1.27359
6,19.771,BB,0.0784,57.92482,11.56642,0.40905
