#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.682,BB,0.2133,13279.7,984.99414,99.06394
2,11.122,BB,0.1454,21.56954,2.2198,0.1609
3,14.124,BB,0.1075,12.29766,1.7185,0.09174
4,16.023,BB,0.092,83.6246,13.54863,0.62382
5,19.786,BB,0.0866,7.98805,1.40026,0.05959
