#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.694,BB,0.1993,13352.3,1057.44409,96.10786
2,11.12,BB,0.1347,44.12978,5.01428,0.31764
3,13.801,BV,0.0921,2.69926,0.436595,0.01943
4,14.112,VB,0.0984,202.61313,31.75763,1.45837
5,16.031,BB,0.0941,74.02426,12.32097,0.53281
6,19.774,BB,0.0777,217.27188,43.93592,1.56389
