#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.514,BB,0.2926,2.8473,0.131484,0.02291
2,7.677,BB,0.2045,12253.1,962.79486,98.60243
3,11.153,BB,0.1501,3.58444,0.342552,0.02884
4,13.782,BV,0.0895,7.85169,1.31801,0.06318
5,14.117,VB,0.1036,15.70869,2.30137,0.12641
6,16.019,BB,0.0896,87.46686,14.65515,0.70386
7,19.562,BV,0.0782,42.51168,8.52149,0.3421
8,19.774,VB,0.0877,13.7031,2.35984,0.11027
