#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.684,BB,0.1793,13176.9,1207.33923,93.78858
2,11.099,BB,0.1161,209.01097,27.6922,1.48766
3,13.772,BV,0.0818,20.97791,3.95723,0.14931
4,14.105,VB,0.0913,506.8476,87.85059,3.60755
5,16.022,BB,0.084,76.05581,13.87494,0.54134
6,19.77,BB,0.0769,59.78883,12.25573,0.42555
