#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.679,BB,0.217,13244.4,959.76642,96.1533
2,11.126,BB,0.1454,14.84801,1.47519,0.1078
3,13.765,BV,0.0946,163.2605,26.96776,1.18526
4,14.11,VB,0.1061,52.10902,7.40377,0.37831
5,16.024,BB,0.0974,85.62458,13.60457,0.62163
6,19.768,BB,0.0791,214.01019,42.26446,1.5537
