#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.69,BB,0.2063,13489.9,1019.80414,96.10551
2,11.122,BB,0.1406,44.66727,4.79872,0.31822
3,13.804,BV,0.0947,2.7444,0.428458,0.01955
4,14.114,VB,0.1019,204.83653,30.69285,1.45931
5,16.033,BB,0.0924,74.69038,12.04282,0.53211
6,19.777,BB,0.0788,219.71396,43.59538,1.5653
