#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.689,BB,0.2097,13535.5,1027.62073,96.09933
2,11.119,BB,0.1385,44.78523,4.90605,0.31797
3,13.802,BV,0.094,2.76752,0.43623,0.01965
4,14.112,VB,0.1003,205.82088,31.47452,1.46129
5,16.03,BB,0.0955,75.14052,12.26546,0.53348
6,19.774,BB,0.0823,220.8913,44.2324,1.56829
