#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,6.532,BB,0.258,2.24449,0.124684,0.01962
2,7.682,BB,0.2026,11258.7,872.08081,98.43218
3,11.139,BB,0.1412,11.06577,1.14055,0.09675
4,13.805,BV,0.0956,3.01665,0.465713,0.02637
5,14.125,VB,0.1033,20.56247,3.02501,0.17977
6,16.03,BB,0.0947,85.92923,14.18592,0.75126
7,19.572,BV,0.078,37.85122,7.6082,0.33092
8,19.781,VB,0.0855,18.65752,3.323,0.16312
