#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.682,BB,0.2043,13160.7,1035.51074,99.06517
2,11.119,BB,0.1381,21.18939,2.32948,0.1595
3,14.121,BB,0.1059,12.32978,1.75719,0.09281
4,16.021,BB,0.0895,82.83041,13.90193,0.62349
5,19.783,BB,0.085,7.84127,1.40848,0.05902
