#,RetTime [min],Type,Width [min],Area [pA*s],Height [pA],Area %
1,7.68,BB,0.1977,13035.5,1043.74036,96.16773
2,11.118,BB,0.1385,14.66573,1.60654,0.10819
3,13.76,BV,0.0888,159.55333,28.71076,1.17709
4,14.104,VB,0.0989,51.04395,7.95024,0.37657
5,16.018,BB,0.0927,84.08639,14.28261,0.62034
6,19.763,BB,0.0771,210.11224,42.94004,1.55008
